night,AsleepUnspecified,Awake,Core,Deep,InBed,REM,TotalSleepHours
2021-10-19,0.0,0.0,0.0,0.0,0.1975,0.0,0.0
2021-10-20,0.0,0.0,0.0,0.0,0.08722222222222223,0.0,0.0
2021-10-21,0.0,0.0,0.0,0.0,0.24944444444444444,0.0,0.0
2021-10-22,0.0,0.0,0.0,0.0,0.004722222222222222,0.0,0.0
2021-10-25,0.0,0.0,0.0,0.0,7.006666666666666,0.0,0.0
2021-10-26,0.0,0.0,0.0,0.0,0.6072222222222222,0.0,0.0
2021-10-27,0.0,0.0,0.0,0.0,0.01611111111111111,0.0,0.0
2021-10-28,0.0,0.0,0.0,0.0,0.05361111111111111,0.0,0.0
2021-10-29,0.0,0.0,0.0,0.0,0.019166666666666665,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.020555555555555556,0.0,0.0
2021-11-02,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0
2021-11-03,0.0,0.0,0.0,0.0,6.855555555555555,0.0,0.0
2021-11-04,0.0,0.0,0.0,0.0,7.379166666666667,0.0,0.0
2021-11-05,0.0,0.0,0.0,0.0,0.02861111111111111,0.0,0.0
2021-11-07,0.0,0.0,0.0,0.0,6.670555555555556,0.0,0.0
2021-11-08,0.0,0.0,0.0,0.0,0.37333333333333335,0.0,0.0
2021-11-09,0.0,0.0,0.0,0.0,13.426388888888889,0.0,0.0
2021-11-10,0.0,0.0,0.0,0.0,0.020833333333333336,0.0,0.0
2021-11-11,0.0,0.0,0.0,0.0,6.676666666666667,0.0,0.0
2021-11-12,0.0,0.0,0.0,0.0,6.420277777777778,0.0,0.0
2021-11-14,0.0,0.0,0.0,0.0,6.964166666666666,0.0,0.0
2021-11-15,0.0,0.0,0.0,0.0,7.08,0.0,0.0
2021-11-16,0.0,0.0,0.0,0.0,7.0225,0.0,0.0
2021-11-17,0.0,0.0,0.0,0.0,6.998611111111111,0.0,0.0
2021-11-18,0.0,0.0,0.0,0.0,7.3225,0.0,0.0
2021-11-19,0.0,0.0,0.0,0.0,0.15,0.0,0.0
2021-11-21,0.0,0.0,0.0,0.0,7.0008333333333335,0.0,0.0
2021-11-22,0.0,0.0,0.0,0.0,6.983611111111111,0.0,0.0
2021-11-23,0.0,0.0,0.0,0.0,6.880277777777778,0.0,0.0
2021-11-24,0.0,0.0,0.0,0.0,0.15694444444444444,0.0,0.0
2021-11-25,0.0,0.0,0.0,0.0,13.270277777777778,0.0,0.0
2021-11-26,0.0,0.0,0.0,0.0,0.024722222222222222,0.0,0.0
2021-11-29,0.0,0.0,0.0,0.0,13.475555555555555,0.0,0.0
2021-11-30,0.0,0.0,0.0,0.0,7.29,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,7.119722222222222,0.0,0.0
2021-12-02,0.0,0.0,0.0,0.0,7.0024999999999995,0.0,0.0
2021-12-03,0.0,0.0,0.0,0.0,0.025277777777777777,0.0,0.0
2021-12-05,0.0,0.0,0.0,0.0,6.720277777777778,0.0,0.0
